Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay
1729951736.67,6.4,0.991,0.0,1.73,41.6,0.525,0.0,1.86,20.8,0.969,0.0,1.27,19.2,1.567,0.0,3.45,19.2,1.886,0.0,2.75,40.0,0.747,0.0,3.2,7.99,1.772,0.0,7.16,20.8,0.927,0.0,1.33,20.8,0.848,0.0,1.15,41.6,0.607,0.0,2.94,20.8,0.861,0.0,2.93,8.0,0.98,0.0,2.31,20.8,0.917,0.0,1.73,20.8,1.49,0.0,3.37,20.8,0.591,0.0,1.71,40.0,0.864,0.0,3.16,20.8,1.312,0.0,5.51,19.2,0.87,0.0,2.67,8.0,2.033,0.0,2.75,19.2,1.007,0.0,1.88
1729951736.77,8.0,1.264,0.0,2.36,38.4,0.657,0.0,0.791,19.2,0.966,0.0,1.85,20.8,1.827,0.0,2.92,20.8,1.947,0.0,2.08,40.0,1.183,0.0,2.06,8.0,2.38,0.0,1.63,19.2,1.109,0.0,2.18,19.2,0.993,0.0,0.697,38.4,0.707,0.0,3.11,19.2,1.016,0.0,2.82,6.4,1.035,0.0,1.2,19.0,1.058,0.0,2.8,19.2,1.754,0.0,2.49,19.2,0.796,0.0,0.962,40.0,0.963,0.0,2.01,19.2,1.743,0.0,5.73,20.8,0.993,0.0,3.03,6.4,2.662,0.0,1.84,20.8,1.066,0.0,0.905
1729951736.87,9.6,1.288,0.0,6.46,41.6,0.541,0.0,6.42,20.8,1.081,0.0,5.74,19.2,1.696,0.0,7.48,19.0,1.725,0.0,8.4,40.0,0.801,0.0,5.05,8.0,2.464,0.0,2.74,20.8,0.791,0.0,3.37,20.8,0.727,0.0,1.53,41.6,0.657,0.0,2.755,20.8,0.77,0.0,7.27,8.0,1.201,0.0,1.7,21.0,0.981,0.0,6.0,20.8,2.025,0.0,3.47,20.8,0.742,0.0,1.35,40.1,0.901,0.0,3.25,20.8,1.547,0.0,6.75,19.2,0.692,0.0,6.25,9.6,1.969,0.0,3.35,19.2,0.884,0.0,1.76
1729951736.97,6.4,1.762,0.0,1.82,40.0,0.627,0.0,1.5,19.2,0.87,0.0,1.45,20.8,1.598,0.0,3.46,21.0,1.534,0.0,2.3,40.0,0.895,0.0,2.07,9.61,2.685,0.0,1.76,19.2,1.108,0.0,1.29,20.8,0.782,0.0,1.23,38.4,0.794,0.0,2.4,19.2,0.757,0.0,2.57,8.0,1.23,0.0,1.89,19.2,0.841,0.0,1.83,19.2,1.753,0.0,3.02,19.2,0.982,0.0,0.88,39.9,0.974,0.0,2.27,19.2,1.497,0.0,6.68,20.8,0.677,0.0,2.29,8.0,1.741,0.0,2.12,20.8,1.172,0.0,0.722
1729951737.07,8.0,1.44,0.0,5.79,40.0,0.537,0.0,4.98,19.2,0.704,0.0,4.51,19.2,1.651,0.0,6.08,19.2,1.399,0.0,7.08,40.0,1.211,0.0,2.55,6.39,2.241,0.0,2.31,19.2,1.154,0.0,4.38,19.2,0.941,0.0,0.752,41.6,0.794,0.0,5.85,20.8,1.062,0.0,5.91,8.0,1.469,0.0,1.38,20.8,0.73,0.0,5.62,19.2,1.479,0.0,2.3,20.8,0.699,0.0,0.951,40.0,1.18,0.0,2.71,19.2,1.427,0.0,6.23,19.2,0.616,0.0,5.87,8.01,1.532,0.0,2.94,19.2,1.145,0.0,1.17
1729951737.17,8.0,1.172,0.0,1.86,40.1,0.653,0.0,1.89,20.8,0.997,0.0,1.7,20.8,1.811,0.0,3.53,20.8,1.68,0.0,3.35,40.0,0.875,0.0,2.16,9.6,1.977,0.0,2.9,20.8,0.947,0.0,0.745,20.8,0.891,0.0,0.822,38.4,0.737,0.0,3.65,19.2,1.031,0.0,3.26,8.0,1.722,0.0,2.47,19.2,1.059,0.0,2.09,19.2,0.976,0.0,2.86,19.2,0.745,0.0,0.813,40.0,1.074,0.0,2.49,20.8,1.584,0.0,7.93,20.8,0.729,0.0,2.69,8.0,1.478,0.0,3.2,20.8,1.029,0.0,1.55
1729951737.27,8.0,1.127,0.0,3.81,38.4,0.669,0.0,1.67,19.2,0.927,0.0,1.59,19.2,1.919,0.0,4.01,19.2,1.922,0.0,5.39,40.0,1.468,0.0,2.24,6.4,1.883,0.0,1.93,19.2,1.039,0.0,3.99,19.2,0.94,0.0,3.2,40.0,0.73,0.0,3.91,20.8,1.0,0.0,3.47,8.0,1.364,0.0,1.06,20.8,1.106,0.0,2.75,19.2,1.037,0.0,2.05,20.8,0.68,0.0,1.01,40.0,1.118,0.0,2.15,19.2,1.676,0.0,9.65,20.8,0.741,0.0,3.51,7.99,1.584,0.0,2.45,19.2,1.094,0.0,1.22
1729951737.37,8.0,1.03,0.0,5.0,40.0,0.656,0.0,2.68,20.8,0.892,0.0,2.49,20.8,1.918,0.0,6.79,20.8,1.62,0.0,8.52,40.0,1.019,0.0,4.26,9.59,1.665,0.0,3.18,20.8,0.905,0.0,3.44,20.8,0.775,0.0,4.41,40.0,0.86,0.0,3.7,19.2,0.96,0.0,5.71,8.0,1.256,0.0,2.62,19.2,1.015,0.0,4.91,20.8,1.22,0.0,3.64,19.2,0.763,0.0,3.2,40.0,0.958,0.0,3.32,20.8,1.698,0.0,12.2,19.2,0.712,0.0,5.92,8.0,1.691,0.0,4.09,20.8,1.046,0.0,1.16
1729951737.47,8.0,1.098,0.0,3.03,40.0,0.938,0.0,1.51,19.2,0.638,0.0,0.867,19.1,1.633,0.0,4.72,19.2,1.813,0.0,4.66,40.0,1.122,0.0,1.88,6.41,1.819,0.0,1.92,19.2,1.111,0.0,1.68,19.2,0.853,0.0,2.22,40.0,0.833,0.0,3.49,20.8,0.792,0.0,3.14,8.01,1.129,0.0,2.23,20.8,0.759,0.0,2.35,20.8,1.265,0.0,1.94,20.8,0.765,0.0,1.31,40.0,0.967,0.0,1.9,19.2,1.394,0.0,13.2,20.8,0.716,0.0,3.16,8.0,1.922,0.0,2.39,19.2,1.236,0.0,1.1
1729951737.57,8.0,1.222,0.0,5.52,40.0,0.792,0.0,5.3,20.8,0.629,0.0,6.23,19.3,1.682,0.0,8.33,20.8,1.612,0.0,9.5,40.0,1.305,0.0,3.2,9.6,1.884,0.0,2.89,20.8,1.392,0.0,6.7,20.8,0.975,0.0,4.56,39.9,1.014,0.0,6.63,19.2,1.108,0.0,6.2,8.0,1.207,0.0,2.06,19.2,0.858,0.0,6.3,20.8,1.17,0.0,3.33,19.2,1.022,0.0,4.56,40.0,1.288,0.0,2.96,20.8,1.63,0.0,13.7,19.2,0.729,0.0,6.34,8.0,2.387,0.0,3.1,20.8,1.346,0.0,1.88
1729951737.67,8.0,1.377,0.0,3.03,41.6,0.723,0.0,1.85,19.2,0.657,0.0,5.0,20.8,1.854,0.0,9.6,19.2,1.662,0.0,7.75,40.0,0.97,0.0,4.45,8.0,2.068,0.0,2.9,20.8,1.089,0.0,3.72,19.2,1.03,0.0,2.19,38.5,0.455,0.0,5.53,20.8,1.126,0.0,4.85,7.99,1.158,0.0,2.39,20.8,1.108,0.0,2.83,20.8,1.114,0.0,3.25,20.8,0.8,0.0,3.4,40.0,1.099,0.0,2.13,19.2,1.888,0.0,8.27,20.8,0.81,0.0,4.72,8.01,2.143,0.0,2.89,19.2,1.18,0.0,1.54
1729951737.77,8.0,1.473,0.0,3.17,38.4,0.753,0.0,3.82,20.8,0.723,0.0,4.72,19.2,1.67,0.0,4.73,20.8,1.624,0.0,6.04,38.4,1.214,0.0,2.34,8.0,2.369,0.0,2.12,19.2,0.954,0.0,4.19,20.8,0.898,0.0,2.63,40.0,0.393,0.0,4.84,19.2,0.909,0.0,4.26,8.0,1.239,0.0,1.18,19.2,0.968,0.0,2.46,19.2,1.048,0.0,2.8,19.2,0.805,0.0,2.04,38.5,1.147,0.0,2.4,19.2,1.611,0.0,1.9,19.2,0.909,0.0,4.37,7.99,2.358,0.0,2.19,19.2,0.985,0.0,1.1
1729951737.87,9.6,1.398,0.0,6.94,41.6,0.692,0.0,7.99,20.8,0.796,0.0,6.71,20.8,1.691,0.0,5.43,19.2,1.507,0.0,14.9,41.6,1.036,0.0,2.21,7.99,2.232,0.0,3.01,20.8,0.856,0.0,8.2,19.2,0.842,0.0,7.46,41.6,0.494,0.0,6.74,20.8,0.987,0.0,8.84,7.99,1.329,0.0,2.12,20.8,0.926,0.0,7.34,20.8,1.193,0.0,3.93,20.8,0.836,0.0,7.02,41.5,1.029,0.0,1.83,20.8,1.672,0.0,2.58,20.8,0.786,0.0,8.48,8.0,2.091,0.0,6.39,20.8,0.911,0.0,1.2
1729951737.97,8.0,1.489,0.0,3.44,38.4,0.775,0.0,4.28,19.2,0.732,0.0,8.7,19.2,1.49,0.0,6.13,20.8,1.432,0.0,8.05,38.4,1.094,0.0,2.08,8.01,2.446,0.0,1.9,19.2,0.954,0.0,4.48,20.8,0.746,0.0,4.14,40.0,0.387,0.0,8.64,19.2,0.905,0.0,5.62,8.02,1.504,0.0,1.23,19.2,0.911,0.0,3.89,19.2,1.207,0.0,1.91,19.2,0.901,0.0,3.65,40.0,1.064,0.0,1.94,19.2,1.407,0.0,2.36,19.2,0.686,0.0,5.51,8.0,2.274,0.0,1.65,20.8,0.995,0.0,1.3
1729951738.07,8.0,1.361,0.0,6.86,40.0,0.838,0.0,7.6,20.8,0.619,0.0,8.495,20.8,1.399,0.0,10.7,19.2,1.003,0.0,12.5,40.0,1.143,0.0,6.28,7.99,2.406,0.0,2.91,19.2,1.106,0.0,8.27,19.2,0.982,0.0,7.09,41.6,0.513,0.0,8.97,20.8,1.11,0.0,9.19,7.99,1.387,0.0,1.96,20.8,0.774,0.0,6.58,20.8,1.281,0.0,3.97,20.8,0.784,0.0,7.43,40.0,1.117,0.0,2.92,20.8,1.454,0.0,2.1,20.8,0.63,0.0,8.56,8.01,2.158,0.0,3.29,19.2,1.075,0.0,2.35
1729951738.17,6.4,1.293,0.0,5.2,40.0,0.783,0.0,5.64,19.2,0.592,0.0,8.29,19.2,1.471,0.0,11.6,19.2,1.054,0.0,12.8,40.0,1.145,0.0,7.37,8.0,2.517,0.0,2.3,20.8,0.926,0.0,5.69,20.8,0.978,0.0,4.93,40.0,0.465,0.0,9.3,19.2,1.086,0.0,7.1,8.0,1.35,0.0,1.47,19.2,0.896,0.0,4.68,19.2,1.033,0.0,2.15,19.2,0.799,0.0,4.8,38.4,1.062,0.0,1.95,19.2,1.506,0.0,3.01,19.2,0.93,0.0,6.69,8.0,2.293,0.0,2.49,19.2,0.934,0.0,1.36
1729951738.27,8.0,1.371,0.0,7.56,40.0,0.761,0.0,8.24,20.8,0.785,0.0,7.06,20.8,1.525,0.0,12.8,20.8,1.118,0.0,14.9,40.0,1.077,0.0,10.1,8.0,2.744,0.0,2.14,19.2,0.992,0.0,8.04,19.2,0.987,0.0,6.15,40.0,0.516,0.0,7.37,20.8,1.034,0.0,8.83,8.0,1.348,0.0,1.86,19.2,0.776,0.0,7.37,20.8,1.103,0.0,3.25,20.8,0.8,0.0,6.37,41.6,1.063,0.0,3.18,19.2,1.523,0.0,2.12,20.8,0.819,0.0,7.94,8.0,2.56,0.0,6.07,20.8,1.064,0.0,3.6
1729951738.37,8.0,1.452,0.0,8.77,39.9,0.739,0.0,9.47,19.2,0.722,0.0,8.22,19.2,1.341,0.0,14.0,20.8,1.139,0.0,14.3,40.0,1.268,0.0,9.27,8.0,2.938,0.0,2.37,20.8,0.904,0.0,9.01,20.7,1.012,0.0,7.98,40.0,0.413,0.0,9.09,19.2,0.91,0.0,10.3,8.0,1.486,0.0,1.84,20.8,0.767,0.0,8.11,19.2,1.172,0.0,2.36,19.2,0.874,0.0,8.4,40.1,1.219,0.0,1.83,20.8,1.54,0.0,3.96,19.2,0.81,0.0,9.79,7.99,2.857,0.0,2.9,19.2,0.899,0.0,2.59
1729951738.47,9.59,1.539,0.0,9.45,40.0,0.733,0.0,9.87,20.8,0.679,0.0,9.38,20.8,1.167,0.0,13.55,20.8,1.186,0.0,15.2,40.0,1.155,0.0,8.44,8.0,3.032,0.0,1.83,19.2,1.032,0.0,9.46,19.2,0.923,0.0,9.4,40.0,0.426,0.0,9.87,20.8,0.901,0.0,10.6,8.0,1.558,0.0,0.933,20.8,0.643,0.0,8.85,20.8,1.316,0.0,1.93,20.8,0.892,0.0,9.39,38.4,1.117,0.0,2.73,19.2,1.195,0.0,1.78,20.8,0.771,0.0,10.2,6.41,3.086,0.0,3.74,20.8,1.042,0.0,1.58
1729951738.57,6.4,1.484,0.0,10.0,38.4,0.689,0.0,9.83,19.2,0.677,0.0,10.5,19.2,1.283,0.0,13.1,19.2,1.395,0.0,16.0,36.8,1.368,0.0,8.67,8.01,3.313,0.0,1.915,19.2,1.027,0.0,9.69,19.2,1.144,0.0,9.73,39.9,0.519,0.0,10.0,19.2,1.031,0.0,10.4,8.0,1.65,0.0,2.24,19.2,0.716,0.0,10.0,19.2,1.34,0.0,3.09,19.2,0.917,0.0,6.65,38.4,1.241,0.0,2.0,20.8,1.237,0.0,2.96,19.2,1.069,0.0,9.86,8.0,3.237,0.0,4.23,19.2,0.962,0.0,1.915
1729951738.67,8.0,1.582,0.0,10.4,41.6,0.74,0.0,9.56,20.8,0.887,0.0,10.0,20.8,1.368,0.0,12.9,19.2,1.355,0.0,23.2,43.2,1.199,0.0,12.435,8.0,3.172,0.0,2.0,20.8,1.106,0.0,10.6,20.8,1.051,0.0,10.2,40.1,0.669,0.0,10.2,20.8,1.074,0.0,10.0,8.0,1.715,0.0,0.904,20.8,0.838,0.0,10.3,20.8,1.573,0.0,1.89,20.8,0.944,0.0,1.11,41.7,1.288,0.0,1.79,19.2,1.448,0.0,3.21,20.8,0.914,0.0,10.7,8.0,3.369,0.0,11.8,20.8,1.071,0.0,2.25
1729951738.77,8.0,1.532,0.0,11.2,38.4,0.721,0.0,10.5,19.2,0.836,0.0,10.3,20.8,1.494,0.0,22.0,20.8,1.468,0.0,16.5,38.4,1.211,0.0,16.2,7.99,3.095,0.0,2.74,20.8,1.078,0.0,10.6,19.2,1.143,0.0,6.47,40.0,0.455,0.0,10.7,19.2,1.178,0.0,11.4,7.99,1.803,0.0,1.71,19.2,0.843,0.0,10.9,19.2,1.508,0.0,5.81,19.2,0.928,0.0,1.03,40.0,1.259,0.0,3.79,20.8,1.449,0.0,2.78,19.2,0.992,0.0,11.4,8.01,3.293,0.0,5.0,19.2,1.032,0.0,7.13
1729951738.87,9.6,1.596,0.0,8.1,41.6,0.729,0.0,11.4,20.8,0.885,0.0,11.3,19.2,1.495,0.0,14.3,20.8,1.4,0.0,17.9,41.6,1.203,0.0,11.48,6.4,3.045,0.0,2.02,19.2,0.965,0.0,7.99,20.8,0.942,0.0,8.26,40.0,0.539,0.0,11.2,20.8,0.952,0.0,12.1,8.0,1.947,0.0,0.811,20.8,0.866,0.0,6.68,20.8,1.533,0.0,2.09,20.8,0.958,0.0,3.66,39.9,1.273,0.0,2.19,20.8,1.435,0.0,2.99,20.8,0.923,0.0,11.6,8.0,3.163,0.0,6.62,20.8,0.94,0.0,2.94
1729951738.97,6.4,1.441,0.0,2.86,40.0,0.706,0.0,6.85,19.2,0.882,0.0,11.4,20.8,1.253,0.0,15.4,19.2,1.329,0.0,15.4,40.0,1.131,0.0,6.76,9.61,2.686,0.0,1.77,20.8,0.828,0.0,3.41,20.8,0.749,0.0,2.27,38.4,0.452,0.0,11.8,19.2,0.746,0.0,9.95,8.0,1.64,0.0,2.0,19.2,0.791,0.0,2.46,19.2,1.651,0.0,1.75,19.2,0.974,0.0,1.08,41.6,1.214,0.0,3.28,20.8,1.277,0.0,1.99,19.2,0.754,0.0,10.2,7.99,3.017,0.0,3.35,19.2,0.998,0.0,2.77
1729951739.07,8.0,1.538,0.0,1.64,38.4,0.799,0.0,3.66,19.2,0.695,0.0,7.36,19.2,1.046,0.0,12.7,20.8,1.465,0.0,14.5,36.8,1.146,0.0,5.31,6.4,3.108,0.0,1.815,19.2,0.855,0.0,1.87,19.2,0.98,0.0,0.897,41.6,0.471,0.0,9.68,19.2,0.837,0.0,7.54,8.0,1.407,0.0,1.97,20.8,0.643,0.0,1.59,20.8,1.31,0.0,2.19,20.8,1.137,0.0,1.55,36.8,1.425,0.0,2.39,19.2,1.041,0.0,3.13,20.8,0.984,0.0,7.17,6.41,3.166,0.0,4.08,20.8,1.018,0.0,1.98
1729951739.17,8.0,1.587,0.0,1.77,41.6,0.721,0.0,1.72,20.8,0.929,0.0,3.04,20.8,1.258,0.0,11.5,17.6,1.311,0.0,23.0,43.2,1.145,0.0,10.055,9.61,3.075,0.0,1.86,20.8,0.959,0.0,1.79,20.8,0.971,0.0,1.75,38.4,0.598,0.0,7.64,20.8,1.01,0.0,2.55,8.0,1.536,0.0,1.75,19.2,0.841,0.0,1.86,19.2,1.678,0.0,1.92,19.2,0.969,0.0,0.98,41.6,1.204,0.0,3.12,20.8,1.303,0.0,1.76,19.2,0.964,0.0,2.24,9.6,3.576,0.0,11.8,19.2,0.837,0.0,0.981
1729951739.27,8.0,1.551,0.0,2.35,38.4,0.588,0.0,3.51,20.8,0.841,0.0,1.8,19.2,1.508,0.0,20.6,22.4,1.376,0.0,13.3,38.4,1.285,0.0,14.8,6.39,3.174,0.0,2.26,19.2,0.966,0.0,2.28,19.2,1.049,0.0,1.15,41.6,0.476,0.0,3.52,20.8,1.049,0.0,3.51,8.0,1.488,0.0,2.34,19.2,0.8,0.0,1.11,20.8,1.388,0.0,4.64,20.8,0.899,0.0,1.55,40.0,1.191,0.0,3.15,19.2,1.647,0.0,2.32,20.8,0.91,0.0,3.22,6.4,3.364,0.0,4.83,20.8,0.922,0.0,6.48
1729951739.37,8.0,1.597,0.0,2.96,41.6,0.517,0.0,4.43,19.2,0.96,0.0,3.28,20.8,1.301,0.0,13.2,19.2,1.346,0.0,14.6,40.0,1.057,0.0,11.975,8.0,3.179,0.0,1.99,20.8,0.827,0.0,3.18,20.8,0.854,0.0,3.56,40.0,0.488,0.0,3.15,19.2,0.81,0.0,5.41,9.6,1.371,0.0,1.23,20.8,0.847,0.0,1.705,19.2,1.48,0.0,1.87,19.2,0.965,0.0,3.95,40.0,1.194,0.0,2.09,20.8,1.257,0.0,2.37,19.2,0.819,0.0,4.28,7.99,3.298,0.0,5.75,20.8,0.743,0.0,1.87
1729951739.47,8.0,1.728,0.0,2.68,40.0,0.371,0.0,2.53,19.2,0.824,0.0,3.31,19.2,1.17,0.0,15.0,20.8,1.126,0.0,5.61,40.0,1.064,0.0,9.15,8.0,3.106,0.0,1.84,19.2,0.868,0.0,2.5,19.2,0.803,0.0,0.947,40.0,0.45,0.0,5.35,20.8,0.727,0.0,2.86,6.41,1.44,0.0,2.36,20.8,0.708,0.0,2.3,20.8,1.366,0.0,1.69,20.8,0.944,0.0,0.969,40.0,1.276,0.0,3.28,19.2,1.185,0.0,2.18,20.8,0.745,0.0,2.53,8.0,2.859,0.0,3.82,19.2,0.716,0.0,2.6
1729951739.57,8.0,1.743,0.0,0.908,40.0,0.684,0.0,3.27,20.8,0.678,0.0,2.55,20.8,1.068,0.0,14.2,19.2,1.33,0.0,4.82,38.4,1.124,0.0,7.27,8.0,3.118,0.0,1.875,19.2,0.969,0.0,1.37,19.2,0.984,0.0,0.745,40.0,0.601,0.0,2.68,19.2,0.833,0.0,3.4,6.4,1.4,0.0,0.947,19.2,0.625,0.0,0.872,19.2,1.284,0.0,2.42,19.2,0.869,0.0,1.02,38.4,1.074,0.0,1.97,20.8,1.032,0.0,3.09,19.2,0.706,0.0,3.04,8.0,2.743,0.0,4.12,19.2,0.796,0.0,2.06
1729951739.67,8.0,1.504,0.0,2.35,40.0,0.477,0.0,2.28,20.8,0.679,0.0,1.4,19.2,1.296,0.0,13.5,20.8,1.123,0.0,19.0,41.6,1.047,0.0,8.13,8.0,2.606,0.0,1.91,20.8,0.831,0.0,1.92,20.8,1.105,0.0,1.42,40.0,0.591,0.0,3.65,19.2,0.837,0.0,2.19,8.0,1.584,0.0,2.33,20.8,0.851,0.0,1.73,20.8,1.367,0.0,2.28,20.8,0.826,0.0,0.786,40.0,0.964,0.0,3.67,19.2,1.139,0.0,1.81,20.8,0.864,0.0,1.33,8.01,2.503,0.0,7.33,20.8,0.852,0.0,1.35
1729951739.77,8.0,1.19,0.0,3.48,40.0,0.403,0.0,3.47,19.2,0.803,0.0,1.25,20.8,1.275,0.0,16.5,19.2,1.214,0.0,6.4,40.0,0.85,0.0,12.2,7.99,2.22,0.0,2.48,20.8,0.749,0.0,1.06,20.8,0.956,0.0,1.45,40.0,0.649,0.0,4.67,20.8,0.764,0.0,3.39,8.0,1.289,0.0,2.18,19.2,0.898,0.0,1.95,19.2,1.239,0.0,3.4,19.2,0.745,0.0,0.884,41.6,0.738,0.0,2.26,20.8,1.036,0.0,3.21,19.2,0.93,0.0,3.14,8.0,2.218,0.0,4.8,20.7,0.947,0.0,4.71
1729951739.87,8.0,1.1,0.0,3.69,40.0,0.373,0.0,1.86,20.8,0.798,0.0,2.87,19.2,1.292,0.0,12.573,20.8,1.209,0.0,5.35,41.6,0.784,0.0,9.23,8.0,2.061,0.0,3.05,19.2,0.684,0.0,0.932,19.2,0.852,0.0,1.35,40.0,0.547,0.0,3.46,20.8,0.739,0.0,2.71,7.99,1.043,0.0,2.14,20.8,0.835,0.0,2.18,20.8,1.342,0.0,2.09,20.8,0.848,0.0,1.08,40.0,0.673,0.0,3.51,19.2,1.154,0.0,2.03,20.8,0.849,0.0,1.41,7.99,2.107,0.0,6.7,19.3,0.771,0.0,3.12
1729951739.97,8.0,1.074,0.0,2.96,40.0,0.538,0.0,2.92,19.2,0.738,0.0,1.41,20.8,1.17,0.0,8.647,19.2,1.299,0.0,6.93,40.0,0.932,0.0,11.5,9.6,2.182,0.0,2.795,20.8,0.634,0.0,1.28,20.8,0.891,0.0,2.14,40.0,0.482,0.0,3.04,19.2,0.692,0.0,3.04,9.6,0.963,0.0,2.36,19.2,0.729,0.0,2.41,19.2,1.456,0.0,2.54,19.2,0.966,0.0,0.935,41.6,0.868,0.0,3.62,20.8,1.027,0.0,2.64,19.2,0.772,0.0,2.91,8.01,2.242,0.0,6.67,19.2,0.669,0.0,4.28
1729951740.07,8.0,1.192,0.0,6.31,40.0,0.527,0.0,5.96,20.8,0.685,0.0,2.86,19.2,1.384,0.0,4.72,19.2,1.583,0.0,11.3,38.4,0.959,0.0,12.6,6.4,2.145,0.0,2.54,19.2,0.824,0.0,1.09,19.2,1.023,0.0,1.17,40.0,0.629,0.0,3.1,20.8,0.789,0.0,6.07,6.4,0.988,0.0,1.3,20.8,0.682,0.0,1.29,20.8,1.481,0.0,2.35,20.8,0.932,0.0,0.83,38.4,0.973,0.0,3.19,19.2,1.182,0.0,2.07,20.8,0.878,0.0,3.61,8.0,2.47,0.0,7.765,20.8,0.796,0.0,4.8
1729951740.17,8.0,1.152,0.0,8.27,40.0,0.572,0.0,8.04,19.2,0.805,0.0,1.21,20.8,1.321,0.0,8.01,20.8,1.653,0.0,14.7,43.2,1.025,0.0,12.9,8.0,2.238,0.0,2.45,20.8,0.829,0.0,1.14,19.2,1.086,0.0,2.09,40.0,0.702,0.0,5.93,19.2,0.779,0.0,8.29,9.6,1.006,0.0,2.15,19.2,0.73,0.0,2.95,19.2,1.754,0.0,2.22,19.2,0.879,0.0,2.45,41.6,1.0,0.0,2.86,20.8,1.297,0.0,1.73,19.2,1.105,0.0,5.67,7.99,2.426,0.0,8.86,20.8,0.987,0.0,4.96
1729951740.27,8.0,1.344,0.0,4.37,40.0,0.617,0.0,3.32,20.8,1.005,0.0,2.87,19.2,1.726,0.0,11.3,20.8,1.772,0.0,8.57,40.0,1.063,0.0,13.5,8.0,2.502,0.0,2.08,19.2,0.98,0.0,0.8,20.8,1.158,0.0,1.32,40.0,0.658,0.0,8.06,20.8,0.973,0.0,4.4,6.4,1.08,0.0,1.02,20.8,1.0,0.0,1.55,20.8,1.683,0.0,3.17,20.8,0.819,0.0,1.84,40.0,1.106,0.0,2.8,20.8,1.543,0.0,2.86,19.2,1.249,0.0,4.17,9.6,2.35,0.0,8.54,19.2,1.015,0.0,6.52
1729951740.37,8.0,1.592,0.0,4.22,40.0,0.599,0.0,2.25,19.2,1.176,0.0,2.0,20.8,1.679,0.0,5.38,19.2,1.855,0.0,7.24,36.8,1.153,0.0,2.26,8.0,2.935,0.0,3.08,20.8,0.917,0.0,1.76,19.2,1.107,0.0,1.26,40.0,0.672,0.0,3.65,19.2,1.015,0.0,3.19,9.6,1.103,0.0,1.65,19.2,1.03,0.0,2.46,19.2,2.092,0.0,2.69,19.2,1.009,0.0,1.93,38.3,1.274,0.0,3.36,19.2,1.556,0.0,1.77,20.8,1.238,0.0,2.41,6.4,2.36,0.0,9.19,19.2,0.895,0.0,6.31
1729951740.47,9.6,1.525,0.0,7.14,40.0,0.519,0.0,7.04,20.8,1.093,0.0,1.62,19.2,1.828,0.0,5.64,20.8,1.593,0.0,13.3,43.2,1.08,0.0,2.48,8.0,2.782,0.0,1.99,19.2,0.908,0.0,1.36,20.8,1.033,0.0,0.994,40.0,0.672,0.0,2.72,20.8,0.926,0.0,7.24,6.4,1.254,0.0,1.77,20.8,1.053,0.0,3.37,20.8,2.148,0.0,5.38,19.2,0.883,0.0,4.91,41.6,1.035,0.0,4.21,20.8,1.607,0.0,2.36,20.8,0.962,0.0,7.22,9.6,2.137,0.0,9.84,20.8,0.881,0.0,7.33
1729951740.57,6.4,1.486,0.0,5.03,39.9,0.584,0.0,3.82,19.2,0.918,0.0,7.06,20.8,1.504,0.0,10.1,19.2,1.824,0.0,8.49,36.8,0.974,0.0,4.05,8.01,2.902,0.0,5.11,20.8,1.077,0.0,1.52,19.2,1.175,0.0,0.977,40.0,0.751,0.0,7.62,19.2,0.897,0.0,4.0,8.0,1.496,0.0,2.32,19.2,0.866,0.0,4.28,19.2,1.957,0.0,4.8,20.8,0.984,0.0,1.93,38.4,1.02,0.0,3.63,19.2,1.343,0.0,2.22,19.2,0.96,0.0,2.88,6.4,2.323,0.0,9.84,19.1,1.034,0.0,7.25
